account_id,touchpoint_dt,interaction_value
adv-081,2024-11-10,1.5
adv-081,2024-11-11,2.0
adv-081,2024-11-24,1.0
adv-081,2024-12-05,2.0
adv-081,2024-12-07,1.5
adv-081,2024-12-08,1.5
adv-081,2024-12-17,1.0
adv-081,2025-01-10,2.0
adv-081,2025-01-14,1.0
adv-081,2025-01-18,1.5
adv-082,2024-10-25,1.0
adv-082,2024-10-26,2.0
adv-082,2024-10-27,1.5
adv-082,2024-10-31,1.0
adv-082,2024-11-01,2.0
adv-082,2024-11-04,1.0
adv-082,2024-11-05,2.0
adv-082,2024-11-08,1.0
adv-082,2024-11-17,1.5
adv-082,2024-11-18,1.0
adv-082,2024-11-21,2.0
adv-082,2024-11-24,1.5
adv-082,2024-11-25,1.5
adv-082,2024-11-27,2.0
adv-082,2024-12-03,1.5
adv-082,2024-12-04,1.5
adv-082,2024-12-05,2.0
adv-082,2024-12-08,1.0
adv-082,2024-12-09,2.0
adv-082,2024-12-11,1.0
adv-082,2024-12-12,1.0
adv-082,2024-12-16,1.5
adv-082,2024-12-20,1.5
adv-082,2024-12-21,1.0
adv-082,2024-12-21,2.0
adv-082,2024-12-25,1.5
adv-082,2024-12-26,1.0
adv-082,2024-12-26,1.0
adv-082,2024-12-30,1.0
adv-082,2025-01-01,1.0
adv-082,2025-01-03,2.0
adv-082,2025-01-04,1.5
adv-082,2025-01-05,1.0
adv-082,2025-01-05,2.0
adv-082,2025-01-08,1.5
adv-082,2025-01-09,1.5
adv-082,2025-01-10,1.0
adv-082,2025-01-12,1.0
adv-082,2025-01-17,1.5
adv-082,2025-01-18,2.0
adv-082,2025-01-18,2.0
adv-082,2025-01-22,1.5
adv-083,2024-11-02,1.5
adv-083,2024-11-19,2.0
adv-083,2024-11-20,2.0
adv-083,2024-11-25,1.0
adv-083,2024-12-01,2.0
adv-083,2024-12-21,1.0
adv-083,2024-12-22,2.0
adv-083,2024-12-28,1.0
adv-083,2024-12-29,1.5
adv-083,2025-01-03,2.0
adv-083,2025-01-08,1.0
adv-083,2025-01-20,1.5
adv-084,2024-11-08,1.0
adv-084,2024-11-09,2.0
adv-084,2024-11-21,2.0
adv-084,2024-12-07,1.0
adv-085,2024-10-25,2.0
adv-085,2024-10-26,1.5
adv-085,2024-10-27,2.0
adv-085,2024-11-07,1.0
adv-085,2024-11-08,1.0
adv-085,2024-11-12,1.0
adv-085,2024-11-13,1.5
adv-085,2024-11-14,2.0
adv-085,2024-11-14,2.0
adv-085,2024-11-15,1.0
adv-085,2024-11-17,1.0
adv-085,2024-11-18,1.0
adv-085,2024-11-27,1.0
adv-085,2024-11-29,1.0
adv-085,2024-11-30,2.0
adv-085,2024-12-05,1.0
adv-085,2024-12-06,1.0
adv-085,2024-12-06,1.0
adv-085,2024-12-07,1.0
adv-085,2024-12-16,1.0
adv-085,2024-12-17,1.0
adv-085,2024-12-17,1.5
adv-085,2024-12-19,2.0
adv-085,2024-12-20,1.0
adv-085,2024-12-24,2.0
adv-085,2024-12-25,2.0
adv-085,2024-12-27,2.0
adv-085,2024-12-29,1.5
adv-085,2025-01-01,2.0
adv-085,2025-01-02,1.0
adv-085,2025-01-02,2.0
adv-085,2025-01-04,1.5
adv-085,2025-01-09,1.0
adv-085,2025-01-10,1.0
adv-085,2025-01-10,2.0
adv-085,2025-01-14,1.0
adv-085,2025-01-17,1.5
adv-086,2024-10-25,1.5
adv-086,2024-11-10,1.0
adv-086,2024-11-15,2.0
adv-086,2024-11-29,2.0
adv-086,2024-12-16,1.5
adv-086,2024-12-28,1.5
adv-086,2024-12-30,2.0
adv-086,2025-01-07,1.0
adv-086,2025-01-17,1.5
adv-086,2025-01-21,2.0
adv-087,2024-12-06,2.0
adv-087,2024-12-07,1.0
adv-087,2024-12-12,1.5
adv-087,2024-12-13,1.0
adv-087,2024-12-15,1.5
adv-087,2024-12-21,1.0
adv-087,2025-01-14,1.5
adv-087,2025-01-15,1.5
adv-087,2025-01-16,1.0
adv-087,2025-01-19,2.0
adv-087,2025-01-20,2.0
adv-088,2024-10-26,1.5
adv-088,2024-10-28,1.0
adv-088,2024-10-30,1.5
adv-088,2024-11-01,1.5
adv-088,2024-11-02,1.0
adv-088,2024-11-02,1.5
adv-088,2024-11-03,1.0
adv-088,2024-11-03,1.5
adv-088,2024-11-04,1.5
adv-088,2024-11-07,1.0
adv-088,2024-11-16,1.0
adv-088,2024-11-20,1.5
adv-088,2024-11-21,1.0
adv-088,2024-11-21,2.0
adv-088,2024-11-22,1.0
adv-088,2024-11-23,1.5
adv-088,2024-11-24,2.0
adv-088,2024-11-25,1.0
adv-088,2024-11-27,1.5
adv-088,2024-11-28,1.0
adv-088,2024-11-29,2.0
adv-088,2024-11-30,1.0
adv-088,2024-12-02,1.0
adv-088,2024-12-03,2.0
adv-088,2024-12-03,2.0
adv-088,2024-12-04,2.0
adv-088,2024-12-05,1.0
adv-088,2024-12-05,1.5
adv-088,2024-12-07,1.5
adv-088,2024-12-08,1.5
adv-088,2024-12-09,1.0
adv-088,2024-12-12,1.5
adv-088,2024-12-14,1.5
adv-088,2024-12-15,1.0
adv-088,2024-12-16,1.0
adv-088,2024-12-18,1.0
adv-088,2024-12-19,2.0
adv-088,2024-12-23,1.0
adv-088,2024-12-29,2.0
adv-088,2024-12-31,1.5
adv-088,2025-01-01,1.0
adv-088,2025-01-06,1.0
adv-088,2025-01-07,1.0
adv-088,2025-01-08,2.0
adv-088,2025-01-09,2.0
adv-088,2025-01-11,1.0
adv-088,2025-01-20,1.0
adv-088,2025-01-21,2.0
adv-089,2024-10-25,1.5
adv-089,2024-10-30,2.0
adv-089,2024-10-31,1.0
adv-089,2024-11-15,1.5
adv-089,2024-11-17,1.0
adv-089,2024-11-24,1.0
adv-089,2024-11-26,1.0
adv-089,2024-11-27,1.0
adv-089,2024-11-30,2.0
adv-089,2024-12-01,1.5
adv-089,2024-12-03,1.5
adv-089,2024-12-05,2.0
adv-089,2024-12-09,2.0
adv-089,2024-12-12,1.0
adv-089,2024-12-13,2.0
adv-089,2024-12-13,1.5
adv-089,2024-12-15,1.0
adv-089,2024-12-16,2.0
adv-089,2024-12-17,1.0
adv-089,2024-12-18,1.0
adv-089,2024-12-19,2.0
adv-089,2024-12-20,1.0
adv-089,2024-12-20,1.5
adv-089,2024-12-21,1.0
adv-089,2024-12-26,1.0
adv-089,2024-12-27,1.5
adv-089,2024-12-29,1.0
adv-089,2024-12-30,2.0
adv-089,2025-01-02,2.0
adv-089,2025-01-07,2.0
adv-089,2025-01-09,1.5
adv-089,2025-01-10,2.0
adv-089,2025-01-13,2.0
adv-089,2025-01-14,2.0
adv-089,2025-01-19,2.0
adv-089,2025-01-20,1.5
adv-090,2024-10-27,1.0
adv-090,2024-10-28,2.0
adv-090,2024-10-30,1.5
adv-090,2024-10-31,1.0
adv-090,2024-11-01,2.0
adv-090,2024-11-01,1.0
adv-090,2024-11-02,1.0
adv-090,2024-11-06,1.5
adv-090,2024-11-07,1.5
adv-090,2024-11-10,1.0
adv-090,2024-11-12,1.5
adv-090,2024-11-14,1.5
adv-090,2024-11-15,2.0
adv-090,2024-11-20,2.0
adv-090,2024-11-22,1.0
adv-090,2024-11-28,1.5
adv-090,2024-12-02,1.0
adv-090,2024-12-03,2.0
adv-090,2024-12-04,2.0
adv-090,2024-12-07,2.0
adv-090,2024-12-13,1.0
adv-090,2024-12-14,1.0
adv-090,2024-12-15,2.0
adv-090,2024-12-18,1.5
adv-090,2024-12-19,2.0
adv-090,2024-12-20,2.0
adv-090,2024-12-31,1.0
adv-090,2025-01-01,2.0
adv-090,2025-01-04,2.0
adv-090,2025-01-05,1.0
adv-090,2025-01-08,1.5
adv-090,2025-01-14,1.5
adv-090,2025-01-18,2.0
adv-090,2025-01-19,2.0
adv-090,2025-01-20,2.0
adv-090,2025-01-22,1.0
adv-091,2024-10-28,1.5
adv-091,2024-12-01,1.0
adv-091,2024-12-02,1.0
adv-091,2024-12-27,1.5
adv-091,2024-12-28,2.0
adv-091,2024-12-30,2.0
adv-091,2024-12-31,1.5
adv-091,2025-01-03,2.0
adv-091,2025-01-10,2.0
adv-091,2025-01-11,2.0
adv-091,2025-01-12,2.0
adv-091,2025-01-12,2.0
adv-092,2024-10-26,1.0
adv-092,2024-10-28,1.5
adv-092,2024-10-30,2.0
adv-092,2024-11-01,2.0
adv-092,2024-11-04,2.0
adv-092,2024-11-07,1.5
adv-092,2024-11-08,1.0
adv-092,2024-11-09,2.0
adv-092,2024-11-09,1.5
adv-092,2024-11-11,1.0
adv-092,2024-11-12,2.0
adv-092,2024-11-15,1.0
adv-092,2024-11-17,2.0
adv-092,2024-11-22,2.0
adv-092,2024-11-23,2.0
adv-092,2024-11-23,1.5
adv-092,2024-11-24,2.0
adv-092,2024-11-25,1.5
adv-092,2024-11-26,1.5
adv-092,2024-11-27,1.0
adv-092,2024-12-08,1.5
adv-092,2024-12-10,2.0
adv-092,2024-12-11,2.0
adv-092,2024-12-11,1.5
adv-092,2024-12-17,2.0
adv-092,2024-12-18,1.0
adv-092,2024-12-21,1.0
adv-092,2024-12-25,2.0
adv-092,2024-12-26,1.0
adv-092,2024-12-26,1.5
adv-092,2024-12-27,1.5
adv-092,2024-12-29,1.5
adv-092,2024-12-31,1.5
adv-092,2025-01-01,2.0
adv-092,2025-01-03,2.0
adv-092,2025-01-04,2.0
adv-092,2025-01-05,1.0
adv-092,2025-01-09,1.0
adv-092,2025-01-14,1.0
adv-092,2025-01-21,1.0
adv-092,2025-01-22,2.0
adv-092,2025-01-22,1.0
adv-092,2025-01-23,2.0
adv-093,2024-10-28,1.5
adv-093,2024-10-29,1.5
adv-093,2024-10-31,1.0
adv-093,2024-11-01,1.0
adv-093,2024-11-02,1.0
adv-093,2024-11-07,2.0
adv-093,2024-11-14,1.0
adv-093,2024-11-16,2.0
adv-093,2024-11-21,1.5
adv-093,2024-11-22,1.5
adv-093,2024-11-23,2.0
adv-093,2024-12-06,1.5
adv-093,2024-12-07,2.0
adv-093,2024-12-07,2.0
adv-093,2024-12-10,2.0
adv-093,2024-12-12,1.0
adv-093,2024-12-13,1.0
adv-093,2024-12-14,2.0
adv-093,2024-12-15,1.0
adv-093,2024-12-15,2.0
adv-093,2024-12-16,1.0
adv-093,2024-12-26,1.0
adv-093,2024-12-28,2.0
adv-093,2025-01-02,1.0
adv-093,2025-01-03,1.0
adv-093,2025-01-03,1.5
adv-093,2025-01-06,1.0
adv-093,2025-01-07,1.5
adv-093,2025-01-08,2.0
adv-093,2025-01-09,1.5
adv-093,2025-01-11,1.5
adv-093,2025-01-12,2.0
adv-093,2025-01-13,2.0
adv-093,2025-01-14,1.5
adv-093,2025-01-20,2.0
adv-094,2024-10-25,1.5
adv-094,2024-10-29,2.0
adv-094,2024-11-01,1.5
adv-094,2024-11-08,1.0
adv-094,2024-11-09,2.0
adv-094,2024-11-13,2.0
adv-094,2024-11-14,2.0
adv-094,2024-11-16,2.0
adv-094,2024-11-20,1.5
adv-094,2024-11-21,1.5
adv-094,2024-11-22,1.5
adv-094,2024-11-26,2.0
adv-094,2024-11-28,1.0
adv-094,2024-11-29,2.0
adv-094,2024-11-30,1.5
adv-094,2024-12-01,2.0
adv-094,2024-12-02,2.0
adv-094,2024-12-02,1.0
adv-094,2024-12-03,1.0
adv-094,2024-12-05,1.0
adv-094,2024-12-06,1.0
adv-094,2024-12-09,2.0
adv-094,2024-12-19,1.5
adv-094,2024-12-22,1.5
adv-094,2024-12-31,2.0
adv-094,2025-01-03,2.0
adv-094,2025-01-05,2.0
adv-094,2025-01-08,2.0
adv-094,2025-01-21,2.0
adv-095,2024-11-15,1.5
adv-095,2024-11-20,2.0
adv-095,2024-12-05,1.0
adv-095,2024-12-07,1.0
adv-095,2024-12-15,1.0
adv-095,2024-12-16,1.0
adv-095,2025-01-05,2.0
adv-096,2024-11-12,1.0
adv-096,2024-11-17,2.0
adv-096,2024-11-20,1.5
adv-096,2024-11-24,1.0
adv-096,2024-11-25,2.0
adv-096,2024-11-25,1.0
adv-096,2024-12-09,2.0
adv-096,2024-12-10,1.0
adv-096,2024-12-16,1.0
adv-096,2024-12-19,2.0
adv-096,2024-12-24,1.0
adv-096,2024-12-25,1.0
adv-096,2024-12-27,2.0
adv-096,2025-01-07,2.0
adv-096,2025-01-08,1.0
adv-096,2025-01-09,1.0
adv-096,2025-01-11,1.0
adv-096,2025-01-14,1.0
adv-096,2025-01-15,2.0
adv-096,2025-01-21,2.0
adv-097,2024-12-09,2.0
adv-097,2024-12-11,1.5
adv-097,2024-12-12,1.5
adv-097,2024-12-13,2.0
adv-097,2025-01-03,2.0
adv-097,2025-01-04,2.0
adv-097,2025-01-09,1.0
adv-098,2024-11-01,1.0
adv-098,2024-11-20,2.0
adv-098,2024-12-07,1.5
adv-098,2024-12-26,2.0
adv-098,2024-12-27,2.0
adv-098,2025-01-02,2.0
adv-099,2024-10-30,2.0
adv-099,2024-10-31,1.5
adv-099,2024-11-22,2.0
adv-099,2024-12-31,2.0
adv-099,2025-01-05,2.0
adv-099,2025-01-14,2.0
adv-099,2025-01-19,1.0
adv-100,2024-10-30,2.0
adv-100,2024-10-31,2.0
adv-100,2024-11-06,1.0
adv-100,2024-11-08,1.0
adv-100,2024-11-09,1.5
adv-100,2024-11-10,1.5
adv-100,2024-11-12,1.5
adv-100,2024-11-15,2.0
adv-100,2024-11-16,1.5
adv-100,2024-11-17,1.0
adv-100,2024-11-17,2.0
adv-100,2024-11-22,1.5
adv-100,2024-11-25,1.0
adv-100,2024-11-27,2.0
adv-100,2024-11-29,1.0
adv-100,2024-12-02,1.5
adv-100,2024-12-03,1.0
adv-100,2024-12-03,1.5
adv-100,2024-12-04,2.0
adv-100,2024-12-05,1.0
adv-100,2024-12-05,1.0
adv-100,2024-12-06,1.5
adv-100,2024-12-07,2.0
adv-100,2024-12-07,1.5
adv-100,2024-12-08,2.0
adv-100,2024-12-13,2.0
adv-100,2024-12-24,2.0
adv-100,2024-12-27,2.0
adv-100,2025-01-01,1.5
adv-100,2025-01-02,1.5
adv-100,2025-01-03,2.0
adv-100,2025-01-04,1.0
adv-100,2025-01-12,2.0
adv-100,2025-01-13,1.5
adv-100,2025-01-22,1.0
adv-101,2024-10-25,2.0
adv-101,2024-10-27,2.0
adv-101,2024-10-28,2.0
adv-101,2024-10-29,1.0
adv-101,2024-10-30,1.5
adv-101,2024-10-31,2.0
adv-101,2024-11-01,2.0
adv-101,2024-11-03,1.0
adv-101,2024-11-04,2.0
adv-101,2024-11-07,1.0
adv-101,2024-11-08,1.0
adv-101,2024-11-13,1.5
adv-101,2024-11-14,1.5
adv-101,2024-11-15,2.0
adv-101,2024-11-20,2.0
adv-101,2024-11-21,1.5
adv-101,2024-11-25,2.0
adv-101,2024-11-26,1.5
adv-101,2024-11-27,1.0
adv-101,2024-11-28,2.0
adv-101,2024-12-04,1.5
adv-101,2024-12-05,1.0
adv-101,2024-12-07,1.0
adv-101,2024-12-10,2.0
adv-101,2024-12-13,1.5
adv-101,2024-12-14,1.0
adv-101,2024-12-18,1.5
adv-101,2024-12-21,1.5
adv-101,2024-12-29,1.0
adv-101,2024-12-30,2.0
adv-101,2024-12-31,1.5
adv-101,2025-01-01,2.0
adv-101,2025-01-03,1.5
adv-101,2025-01-07,1.0
adv-101,2025-01-11,2.0
adv-101,2025-01-15,2.0
adv-101,2025-01-16,2.0
adv-101,2025-01-19,1.0
adv-101,2025-01-21,1.0
adv-101,2025-01-22,1.0
adv-101,2025-01-23,1.0
adv-102,2024-11-05,2.0
adv-102,2024-11-08,2.0
adv-102,2024-11-09,2.0
adv-102,2024-11-22,2.0
adv-102,2024-11-23,1.5
adv-102,2024-11-25,1.5
adv-102,2024-11-26,2.0
adv-102,2024-12-06,1.5
adv-102,2024-12-09,1.5
adv-102,2024-12-18,1.5
adv-102,2024-12-28,1.0
adv-102,2025-01-03,1.0
adv-102,2025-01-04,2.0
adv-103,2024-10-25,2.0
adv-103,2024-10-27,1.5
adv-103,2024-10-28,1.5
adv-103,2024-11-04,1.0
adv-103,2024-11-05,2.0
adv-103,2024-11-11,1.5
adv-103,2024-11-12,1.5
adv-103,2024-11-21,1.5
adv-103,2024-11-23,1.0
adv-103,2024-11-26,2.0
adv-103,2024-11-29,2.0
adv-103,2024-12-02,2.0
adv-103,2024-12-03,2.0
adv-103,2024-12-03,1.0
adv-103,2024-12-06,1.5
adv-103,2024-12-07,2.0
adv-103,2024-12-07,1.0
adv-103,2024-12-08,1.0
adv-103,2024-12-09,1.0
adv-103,2024-12-10,1.5
adv-103,2024-12-11,2.0
adv-103,2024-12-11,1.5
adv-103,2024-12-12,1.0
adv-103,2024-12-12,1.0
adv-103,2024-12-13,2.0
adv-103,2024-12-14,1.5
adv-103,2024-12-15,2.0
adv-103,2024-12-20,1.5
adv-103,2024-12-25,2.0
adv-103,2024-12-27,2.0
adv-103,2024-12-28,2.0
adv-103,2024-12-28,1.5
adv-103,2025-01-10,1.5
adv-103,2025-01-11,1.0
adv-103,2025-01-12,1.5
adv-103,2025-01-13,1.0
adv-103,2025-01-17,1.0
adv-103,2025-01-18,1.5
adv-103,2025-01-19,1.0
adv-103,2025-01-22,2.0
adv-104,2024-10-25,1.0
adv-104,2024-10-26,1.0
adv-104,2024-10-27,2.0
adv-104,2024-10-28,1.0
adv-104,2024-10-29,1.0
adv-104,2024-10-31,1.0
adv-104,2024-11-07,1.0
adv-104,2024-11-11,2.0
adv-104,2024-11-15,2.0
adv-104,2024-11-16,2.0
adv-104,2024-11-20,1.0
adv-104,2024-11-22,2.0
adv-104,2024-11-23,1.0
adv-104,2024-11-26,1.0
adv-104,2024-11-28,1.0
adv-104,2024-11-29,1.5
adv-104,2024-12-06,2.0
adv-104,2024-12-13,1.0
adv-104,2024-12-14,1.0
adv-104,2024-12-27,1.0
adv-104,2024-12-28,1.0
adv-104,2024-12-30,1.5
adv-104,2025-01-03,1.0
adv-104,2025-01-05,1.0
adv-104,2025-01-06,1.5
adv-104,2025-01-08,1.5
adv-104,2025-01-09,1.0
adv-104,2025-01-12,1.5
adv-104,2025-01-13,1.5
adv-104,2025-01-15,2.0
adv-104,2025-01-19,2.0
adv-105,2024-11-04,2.0
adv-105,2024-11-05,1.5
adv-105,2024-11-06,2.0
adv-105,2024-11-08,1.0
adv-105,2024-11-09,1.0
adv-105,2024-11-11,2.0
adv-105,2024-11-13,1.0
adv-105,2024-11-16,1.0
adv-105,2024-11-17,2.0
adv-105,2024-11-18,1.5
adv-105,2024-11-19,1.5
adv-105,2024-11-20,1.0
adv-105,2024-11-23,1.5
adv-105,2024-11-25,1.5
adv-105,2024-11-27,1.0
adv-105,2024-12-01,1.5
adv-105,2024-12-02,1.0
adv-105,2024-12-05,2.0
adv-105,2024-12-06,2.0
adv-105,2024-12-12,1.5
adv-105,2024-12-15,1.5
adv-105,2024-12-16,1.0
adv-105,2024-12-19,2.0
adv-105,2024-12-23,2.0
adv-105,2024-12-31,1.0
adv-105,2025-01-05,2.0
adv-105,2025-01-06,2.0
adv-105,2025-01-07,2.0
adv-105,2025-01-08,1.0
adv-105,2025-01-08,1.5
adv-105,2025-01-10,1.5
adv-105,2025-01-11,1.0
adv-105,2025-01-14,2.0
adv-105,2025-01-16,2.0
adv-105,2025-01-17,2.0
adv-105,2025-01-18,1.0
adv-105,2025-01-19,1.0
adv-105,2025-01-21,2.0
adv-106,2024-10-27,1.0
adv-106,2024-10-28,1.0
adv-106,2024-10-28,1.0
adv-106,2024-10-29,1.5
adv-106,2024-10-30,1.0
adv-106,2024-11-04,1.5
adv-106,2024-11-06,1.0
adv-106,2024-11-10,1.5
adv-106,2024-11-12,1.0
adv-106,2024-11-17,1.0
adv-106,2024-11-18,2.0
adv-106,2024-11-21,1.5
adv-106,2024-12-08,2.0
adv-106,2024-12-09,2.0
adv-106,2024-12-09,1.0
adv-106,2024-12-11,1.0
adv-106,2024-12-13,2.0
adv-106,2024-12-14,1.5
adv-106,2024-12-25,1.5
adv-106,2024-12-31,1.5
adv-106,2025-01-05,1.0
adv-106,2025-01-06,1.0
adv-106,2025-01-08,1.5
adv-106,2025-01-16,1.5
adv-106,2025-01-20,1.0
adv-107,2024-10-26,2.0
adv-107,2024-10-27,1.0
adv-107,2024-10-29,2.0
adv-107,2024-11-01,1.5
adv-107,2024-11-11,2.0
adv-107,2024-11-21,1.0
adv-107,2024-11-28,1.0
adv-107,2024-12-10,1.0
adv-107,2024-12-11,1.0
adv-107,2025-01-20,1.0
adv-107,2025-01-22,2.0
adv-108,2024-11-02,1.0
adv-108,2024-11-07,1.0
adv-108,2024-11-08,1.0
adv-108,2024-12-01,1.5
adv-108,2024-12-03,2.0
adv-108,2024-12-04,1.0
adv-108,2024-12-15,1.5
adv-108,2024-12-25,1.5
adv-108,2024-12-27,1.5
adv-108,2024-12-28,1.0
adv-108,2025-01-06,1.0
adv-108,2025-01-09,1.5
adv-108,2025-01-13,1.5
adv-109,2024-10-26,2.0
adv-109,2024-10-27,2.0
adv-109,2024-10-28,2.0
adv-109,2024-10-29,2.0
adv-109,2024-10-31,2.0
adv-109,2024-11-02,2.0
adv-109,2024-11-05,1.5
adv-109,2024-11-06,2.0
adv-109,2024-11-12,1.5
adv-109,2024-11-13,2.0
adv-109,2024-11-14,2.0
adv-109,2024-11-18,1.0
adv-109,2024-12-06,1.0
adv-109,2024-12-23,1.0
adv-109,2024-12-25,1.0
adv-109,2024-12-26,1.0
adv-109,2024-12-29,1.5
adv-109,2025-01-02,1.5
adv-109,2025-01-03,2.0
adv-109,2025-01-05,1.5
adv-109,2025-01-06,2.0
adv-109,2025-01-07,1.0
adv-109,2025-01-07,1.5
adv-109,2025-01-08,1.5
adv-109,2025-01-09,1.0
adv-109,2025-01-10,1.0
adv-109,2025-01-11,2.0
adv-109,2025-01-16,2.0
adv-110,2024-10-29,2.0
adv-110,2024-11-08,1.0
adv-110,2024-11-12,2.0
adv-110,2024-11-15,1.5
adv-110,2024-11-23,2.0
adv-110,2024-12-15,1.5
adv-110,2024-12-24,2.0
adv-110,2024-12-30,2.0
adv-110,2025-01-01,1.0
adv-110,2025-01-03,2.0
adv-110,2025-01-13,2.0
adv-111,2024-10-28,2.0
adv-111,2024-10-31,1.5
adv-111,2024-11-03,1.5
adv-111,2024-11-04,1.0
adv-111,2024-11-06,2.0
adv-111,2024-11-12,1.0
adv-111,2024-11-13,1.0
adv-111,2024-11-13,1.5
adv-111,2024-11-14,1.0
adv-111,2024-11-18,1.5
adv-111,2024-12-01,1.5
adv-111,2024-12-03,2.0
adv-111,2024-12-04,2.0
adv-111,2024-12-12,2.0
adv-111,2024-12-13,1.5
adv-111,2024-12-15,1.0
adv-111,2024-12-16,1.0
adv-111,2024-12-17,1.0
adv-111,2024-12-18,1.5
adv-111,2024-12-22,2.0
adv-111,2024-12-23,1.0
adv-111,2024-12-28,1.5
adv-111,2024-12-30,2.0
adv-111,2024-12-31,2.0
adv-111,2024-12-31,2.0
adv-111,2025-01-01,2.0
adv-111,2025-01-02,1.0
adv-111,2025-01-02,2.0
adv-111,2025-01-03,1.0
adv-111,2025-01-03,1.5
adv-111,2025-01-05,1.0
adv-111,2025-01-08,1.5
adv-111,2025-01-10,1.5
adv-111,2025-01-11,1.5
adv-111,2025-01-13,2.0
adv-111,2025-01-14,1.5
adv-111,2025-01-15,1.0
adv-111,2025-01-15,2.0
adv-111,2025-01-16,1.0
adv-111,2025-01-16,1.0
adv-111,2025-01-17,1.0
adv-111,2025-01-18,1.5
adv-111,2025-01-21,1.0
adv-112,2024-10-30,1.0
adv-112,2024-10-31,1.5
adv-112,2024-11-01,2.0
adv-112,2024-11-08,1.5
adv-112,2024-11-16,1.5
adv-112,2024-12-09,2.0
adv-112,2024-12-16,2.0
adv-112,2024-12-20,1.5
adv-112,2024-12-28,1.5
adv-112,2024-12-31,1.5
adv-113,2024-11-10,2.0
adv-113,2024-11-14,1.5
adv-113,2024-11-15,1.5
adv-113,2024-12-11,1.0
adv-113,2024-12-22,1.5
adv-113,2024-12-29,1.0
adv-113,2024-12-30,2.0
adv-113,2024-12-31,1.0
adv-113,2025-01-07,1.5
adv-113,2025-01-12,1.5
adv-114,2024-10-30,1.0
adv-114,2024-11-02,1.0
adv-114,2024-11-03,1.0
adv-114,2024-11-04,1.5
adv-114,2024-11-05,2.0
adv-114,2024-11-05,2.0
adv-114,2024-11-08,2.0
adv-114,2024-11-09,2.0
adv-114,2024-11-14,2.0
adv-114,2024-11-21,1.0
adv-114,2024-11-26,1.0
adv-114,2024-11-27,1.0
adv-114,2024-11-29,1.5
adv-114,2024-11-30,1.0
adv-114,2024-11-30,2.0
adv-114,2024-12-02,2.0
adv-114,2024-12-07,1.0
adv-114,2024-12-09,1.0
adv-114,2024-12-14,2.0
adv-114,2024-12-25,1.5
adv-114,2024-12-28,1.0
adv-114,2025-01-05,1.5
adv-114,2025-01-12,2.0
adv-114,2025-01-13,1.0
adv-114,2025-01-13,1.0
adv-114,2025-01-14,1.5
adv-114,2025-01-17,2.0
adv-114,2025-01-21,1.5
adv-114,2025-01-22,2.0
adv-115,2024-10-26,2.0
adv-115,2024-11-09,1.5
adv-115,2024-11-12,1.5
adv-115,2024-11-13,1.0
adv-115,2024-11-14,2.0
adv-115,2024-11-20,1.0
adv-115,2024-11-21,1.5
adv-115,2024-12-22,2.0
adv-115,2024-12-27,1.5
adv-115,2024-12-28,1.0
adv-115,2024-12-29,1.0
adv-115,2024-12-31,2.0
adv-115,2025-01-15,1.5
adv-116,2024-10-29,1.0
adv-116,2024-10-30,1.0
adv-116,2024-11-12,1.0
adv-116,2024-11-16,1.0
adv-116,2024-12-04,2.0
adv-116,2024-12-07,1.5
adv-116,2024-12-08,2.0
adv-116,2025-01-03,2.0
adv-116,2025-01-04,1.0
adv-116,2025-01-09,1.0
adv-116,2025-01-21,1.0
adv-117,2024-11-10,1.0
adv-117,2024-11-12,2.0
adv-117,2024-11-16,1.5
adv-117,2024-11-29,1.0
adv-117,2024-11-30,2.0
adv-117,2024-11-30,1.5
adv-117,2024-12-11,1.0
adv-117,2024-12-21,1.5
adv-117,2025-01-04,1.5
adv-118,2024-11-01,1.5
adv-118,2024-11-02,2.0
adv-118,2024-11-07,1.0
adv-118,2024-11-17,1.5
adv-118,2024-11-19,1.5
adv-118,2024-11-22,2.0
adv-118,2024-11-23,1.0
adv-118,2024-11-29,1.5
adv-118,2024-12-01,1.5
adv-118,2024-12-02,1.0
adv-118,2024-12-03,2.0
adv-118,2024-12-03,1.5
adv-118,2024-12-11,2.0
adv-118,2024-12-18,1.0
adv-118,2024-12-21,2.0
adv-118,2024-12-25,2.0
adv-118,2024-12-26,2.0
adv-118,2025-01-01,1.0
adv-118,2025-01-04,2.0
adv-118,2025-01-07,2.0
adv-118,2025-01-08,2.0
adv-118,2025-01-08,1.0
adv-118,2025-01-11,2.0
adv-118,2025-01-17,1.5
adv-118,2025-01-19,1.5
adv-118,2025-01-22,1.5
adv-119,2024-10-25,1.5
adv-119,2024-10-26,2.0
adv-119,2024-10-28,2.0
adv-119,2024-11-10,1.0
adv-119,2024-11-16,1.0
adv-119,2024-11-18,2.0
adv-119,2024-11-19,2.0
adv-119,2024-12-23,2.0
adv-119,2024-12-26,2.0
adv-119,2025-01-05,2.0
adv-119,2025-01-21,1.0
adv-120,2024-10-25,1.0
adv-120,2024-10-28,2.0
adv-120,2024-11-02,2.0
adv-120,2024-11-05,1.0
adv-120,2024-11-10,2.0
adv-120,2024-11-11,1.5
adv-120,2024-11-13,2.0
adv-120,2024-11-14,1.5
adv-120,2024-11-15,1.0
adv-120,2024-11-20,1.0
adv-120,2024-11-23,2.0
adv-120,2024-11-24,2.0
adv-120,2024-11-27,1.0
